PMID,Sentence,ID_1,E1,Type_E1,Full_E1,MeSH_E1,Synonyms_1,Relation,ID_2,E2,Type_E2,Full_E2,MeSH_E2,Synonyms_2
34399565,"In this review, we summarize up-to-date findings on the usefulness of A2AR antagonists and GLP1R agonists in PD management.",,GLP1R agonists,CHEMICAL,GLP1R agonists,,,have the usefulness in,,PD management,DISEASE,PD management,,
2113857,"The effects of cholinergic muscarinic receptor antagonist pirenzepine on the GHRH-induced GH release were studied in 10 adolescent females with anorexia nervosa at different stages of the disease, in 5 adolescent females with eating disorders and in 5 normal adolescents.",,cholinergic muscarinic receptor antagonist pirenzepine,CHEMICAL,cholinergic muscarinic receptor antagonist pirenzepine,,,studied in adolescent females with,,anorexia nervosa,MENTAL_HEALTH,anorexia nervosa,,
7880938,"Pirenzepine, a muscarinic antagonist probably acting via stimulation of hypothalamic somatostatin release, abolishes the growth hormone releasing hormone (GHRH)-stimulated growth hormone (GH) rise in normal subjects but only blunts it in patients with anorexia nervosa (AN).",,Pirenzepine,CHEMICAL,Pirenzepine,,,blunt it in patients with,,anorexia nervosa,MENTAL_HEALTH,anorexia nervosa,,
34697161,Recent experimental studies have reported that leukotriene receptor antagonists (LTRAs) might protect against dementia.,,leukotriene receptor antagonists,CHEMICAL,leukotriene receptor antagonists,,,protect against,,dementia,MENTAL_HEALTH,dementia,,
34697161,This study assessed whether the use of LTRAs can prevent the onset of dementia in humans.,,LTRAs,CHEMICAL,leukotriene receptor antagonists,,,prevent onset of,,dementia,MENTAL_HEALTH,dementia,,
9168482,"The neurochemical correlates of dopamine synapse activity were studied during the retrieval of memory traces and in the absence of retrieval (""psychogenic"" amnesia).",,dopamine synapse activity,CHEMICAL,dopamine synapse activity,,,studied during retrieval of memory traces and in absence of,,psychogenic amnesia,MENTAL_HEALTH,psychogenic amnesia,,
10231172,"Fatty acid ethyl esters (FAEE), nonoxidative ethanol metabolites present in human organs commonly damaged by ethanol abuse, have been implicated as mediators of organ damage.",,Fatty acid ethyl esters,NUTRITION,Fatty acid ethyl esters,,,implicated as mediators of,,organ damage,DISEASE,organ damage,,
10231172,"Fatty acid ethyl esters (FAEE), nonoxidative ethanol metabolites present in human organs commonly damaged by ethanol abuse, have been implicated as mediators of organ damage.",,nonoxidative ethanol metabolites present,CHEMICAL,nonoxidative ethanol metabolites present,,,implicated as mediators of,,organ damage,DISEASE,organ damage,,
35493157,"Growing concerns about the possible toxicity of silver to aquatic organisms, bacteria, and humans have led to newly issued regulations by the United States Environmental Protection Agency (US EPA) and the Food and Drug Administration (FDA) regarding the use of silver.",,possible toxicity,DISEASE,possible toxicity,,,lead to issued regulations by,,silver,CHEMICAL,silver,,
35493157,"Growing concerns about the possible toxicity of silver to aquatic organisms, bacteria, and humans have led to newly issued regulations by the United States Environmental Protection Agency (US EPA) and the Food and Drug Administration (FDA) regarding the use of silver.",,possible toxicity,DISEASE,possible toxicity,,,lead to issued regulations by,,Drug,BIOCHEMICAL,Drug,,
35493157,"Growing concerns about the possible toxicity of silver to aquatic organisms, bacteria, and humans have led to newly issued regulations by the United States Environmental Protection Agency (US EPA) and the Food and Drug Administration (FDA) regarding the use of silver.",,silver,CHEMICAL,silver,,,lead to issued regulations by,,silver,CHEMICAL,silver,,
35493157,"Growing concerns about the possible toxicity of silver to aquatic organisms, bacteria, and humans have led to newly issued regulations by the United States Environmental Protection Agency (US EPA) and the Food and Drug Administration (FDA) regarding the use of silver.",,silver,CHEMICAL,silver,,,lead to issued regulations by,,Drug,BIOCHEMICAL,Drug,,
35493157,"However, the increase in bacterial resistance to antibiotics has led to a resurgence in the use of silver as a biocidal agent in applications ranging from washing machine additives to the drinking water treatment system on the International Space Station (ISS).",,bacterial resistance,MENTAL_HEALTH,bacterial resistance,,,lead to resurgence in use of,,silver,CHEMICAL,silver,,
32846401,Alpha-cyano-4-hydroxycinnamic acid (CHC) and the monoclonal antibody (mAb) cetuximab (CTX) are explored worldwide for their therapeutic benefits against multiple cancer cells.,,CHC,DISEASE,Alpha-cyano-4-hydroxycinnamic acid,,,explored for their therapeutic benefits against,,multiple cancer cells,DISEASE,multiple cancer cells,,
32846401,"The present work aims to develop and validate a new method for simultaneous quantification of CHC and CTX in nanoparticulate systems by using reverse phase high-performance liquid chromatography (RP-HPLC) with ultraviolet (UV) detection for CHC, and fluorescence detection for CTX.",,CHC,DISEASE,Alpha-cyano-4-hydroxycinnamic acid,,,have simultaneous quantification in,,nanoparticulate systems,CHEMICAL,nanoparticulate systems,,
18996648,"If we accept that pure cortisol exposure leads to depressive mood, while simultaneous brain exposure to cortisol and an anabolic (growth hormone or somatomammotropin) is less mood affecting, the occurrence of depression an be more likely in persons: with altered sleep patterns and thus reduced GH secretion, in individuals with increased chronic cortisol exposure (any individual under repeated or sustained stress, older individuals with stressful memories, etc.).",,pure cortisol exposure,CHEMICAL,pure cortisol exposure,,,lead to,,depressive mood,DISEASE,depressive mood,,
7918791,"A variety of studies indicate that folate deficiency is associated with the appearance of problems of a neuromuscular or neurological nature such as depression, muscular and mental fatigue, states of confusion and non-senile dementia, and that these processes improve fully or partly when the deficiency is corrected.",,folate deficiency,BIOCHEMICAL,folate deficiency,,,associated with appearance of problems of neuromuscular or neurological nature such as,,muscular fatigue,MENTAL_HEALTH,muscular fatigue,,
7918791,"A variety of studies indicate that folate deficiency is associated with the appearance of problems of a neuromuscular or neurological nature such as depression, muscular and mental fatigue, states of confusion and non-senile dementia, and that these processes improve fully or partly when the deficiency is corrected.",,folate deficiency,BIOCHEMICAL,folate deficiency,,,associated with appearance of problems of neuromuscular or neurological nature such as,,mental,DISEASE,mental,,
7918791,"A variety of studies indicate that folate deficiency is associated with the appearance of problems of a neuromuscular or neurological nature such as depression, muscular and mental fatigue, states of confusion and non-senile dementia, and that these processes improve fully or partly when the deficiency is corrected.",,folate deficiency,BIOCHEMICAL,folate deficiency,,,associated with appearance of problems of neuromuscular or neurological nature such as,,confusion,DISEASE,confusion,,
7918791,"A variety of studies indicate that folate deficiency is associated with the appearance of problems of a neuromuscular or neurological nature such as depression, muscular and mental fatigue, states of confusion and non-senile dementia, and that these processes improve fully or partly when the deficiency is corrected.",,folate deficiency,BIOCHEMICAL,folate deficiency,,,associated with appearance of problems of neuromuscular or neurological nature such as,,depression,MENTAL_HEALTH,central alpha-2 receptors,,
7918791,"A variety of studies indicate that folate deficiency is associated with the appearance of problems of a neuromuscular or neurological nature such as depression, muscular and mental fatigue, states of confusion and non-senile dementia, and that these processes improve fully or partly when the deficiency is corrected.",,folate deficiency,BIOCHEMICAL,folate deficiency,,,associated with appearance of problems of neuromuscular or neurological nature such as,,non-senile dementia,MENTAL_HEALTH,non-senile dementia,,
7918791,An alternative mechanism for explaining the etiopathogenesis of folate deficiency in depression and other mental disorders involves the regeneration of tetrahydrobiopterin (THB) which is an essential cofactor in hydroxylation process in the brains of mammals.,,folate deficiency,BIOCHEMICAL,folate deficiency,,,have the etiopathogenesis in,,mental disorders,MENTAL_HEALTH,mental disorders,,
7918791,An alternative mechanism for explaining the etiopathogenesis of folate deficiency in depression and other mental disorders involves the regeneration of tetrahydrobiopterin (THB) which is an essential cofactor in hydroxylation process in the brains of mammals.,,folate deficiency,BIOCHEMICAL,folate deficiency,,,have the etiopathogenesis in,,depression,MENTAL_HEALTH,central alpha-2 receptors,,
35588917,"In some individuals, the use of cannabis leads to psychotic disorders.",,cannabis,CHEMICAL,Cannabis sativa L.,,,lead in individuals to,,psychotic disorders,DISEASE,psychotic disorders,,
16421104,"(i) The K+ sensor in mutants E572Q, E572D, and E572K is only partially impaired. (ii) Restoration of activity regulation is not possible if the correct conformation or orientation of the C-terminal domain is compromised by a proline residue at position 572 or 550. (iii) Phosphatidylglycerol in the membrane of C. glutamicum seems to stabilize the inactive conformation of BetP C252T and other mutants.",,orientation,MENTAL_HEALTH,orientation,,,compromised by,,proline residue,CHEMICAL,proline residue,,
31955763,Partial least squares regression showed the relationship between aromas and sensory descriptors.,,regression,MENTAL_HEALTH,regression,,,show relationship between,,aromas,CHEMICAL,aromas,,
29367933,The aim of this study was to determine the effect of timolol on corneal neovascularization in rabbits.,,timolol,CHEMICAL,timolol,,,have the effect on,,corneal neovascularization,DISEASE,corneal neovascularization,,
29367933,"After the first week of treatment, timolol significantly reduced the area of neovascularization compared to control.",,timolol,CHEMICAL,timolol,,,reduce after first week of treatment area of,,neovascularization,DISEASE,neovascularization,,
29367933,Timolol may increase the rate of recovery from corneal neovascularization.,,Timolol,CHEMICAL,Timolol,,,increase rate of recovery from,,corneal neovascularization,DISEASE,corneal neovascularization,,
34687881,"Under hypoxic stress, the transcript levels of genes involved in the NOD-like receptor signaling pathway initially increased rapidly but then decreased over time, suggesting that the NOD-like receptor-mediated immune response plays an essential role in hypoxia tolerance and resistance in hybrid yellow catfish.",,resistance,MENTAL_HEALTH,resistance,,,have an essential role in,,hybrid yellow catfish,NUTRITION,hybrid yellow catfish,,
34687881,"Under hypoxic stress, the transcript levels of genes involved in the NOD-like receptor signaling pathway initially increased rapidly but then decreased over time, suggesting that the NOD-like receptor-mediated immune response plays an essential role in hypoxia tolerance and resistance in hybrid yellow catfish.",,hypoxia tolerance,DISEASE,hypoxia tolerance,,,have an essential role in,,hybrid yellow catfish,NUTRITION,hybrid yellow catfish,,
3434732,Preliminary data of a postmortem brain study in a single case with Rett syndrome compared to a single control case showed a severe reduction of ascorbic acid and reduced glutathione in most brain regions studied.,,Rett syndrome,MENTAL_HEALTH,Rett syndrome,,,show severe reduction of,,ascorbic acid,BIOCHEMICAL,ascorbic acid,,
3434732,Preliminary data of a postmortem brain study in a single case with Rett syndrome compared to a single control case showed a severe reduction of ascorbic acid and reduced glutathione in most brain regions studied.,,Rett syndrome,MENTAL_HEALTH,Rett syndrome,,,show severe reduction of,,reduced glutathione,CHEMICAL,reduced glutathione,,
3434732,These findings suggest a secondary disturbance of ascorbic acid and glutathione metabolism in the Rett syndrome.,,glutathione,CHEMICAL,glutathione,,,have a secondary disturbance in,,Rett syndrome,MENTAL_HEALTH,Rett syndrome,,
3434732,These findings suggest a secondary disturbance of ascorbic acid and glutathione metabolism in the Rett syndrome.,,ascorbic acid,BIOCHEMICAL,ascorbic acid,,,have a secondary disturbance in,,Rett syndrome,MENTAL_HEALTH,Rett syndrome,,
10073395,Underprescription of antidepressants and failure of antidepressant therapy appear to be of greater practical importance than the toxicity of individual compounds.,,antidepressant therapy,CHEMICAL,antidepressant therapy,,,appear to of greater practical importance than,,toxicity,DISEASE,toxicity,,
