PMID,Sentence
29857029,"Early studies in rodents showed that Rhes is developmentally regulated by thyroid hormone, as well as by dopamine innervation in adult rat, monkey and human brains."
29857029,"In support of its role in MSN-dependent functions, several studies documented that mutant animals displayed alterations in striatum-related phenotypes reminiscent of psychiatric illness in humans, including deficits in prepulse inhibition of startle reflex and, most interestingly, a striking enhancement of behavioral responses elicited by caffeine, phencyclidine or amphetamine."
27672545,"Patients with AHDS usually exhibit severe motor developmental delay, delayed myelination of the brain white matter, and elevated T3 levels in thyroid tests."
27672545,"Although the key finding for AHDS is elevated free T3, one of the patients showed a normal T3 level in childhood, misleading the diagnosis of AHDS."
6187275,"To determine the relationship between signs and symptoms of central nervous system excitation and plasma levels of meperidine and normeperidine, we studied 67 patients receiving meperidine for the relief of postoperative or chronic pain."
6187275,"In 48 patients, excitatory effects ranging from mild nervousness to tremors, twitches, multifocal myoclonus, and seizures were directly correlated with accumulation of normeperidine in plasma."
6187275,"Evidence of compromised renal function occurred in only 14 of the 48 symptomatic patients, suggesting that renal dysfunction may contribute to but is not the sole factor in the accumulation of normeperidine or its relation to adverse neurological signs."
6187275,In a second study we surveyed mood alterations in 47 patients receiving meperidine and 29 receiving other narcotic analgesics for postoperative pain.
6187275,"The repeated administration of meperidine was associated with adverse alterations in various elements of mood (e.g., apprehension, sadness, restlessness)."
6629505,"In a plant producing vinyl chloride by the emulsion method 200 workers who were exposed to vinyl chloride for 1 to 25 yr (mean 14), 58 (i.e. 29%) were free of complaints and nervous disturbances."
6629505,The neurological injury may be both a direct neurotoxic effect of vinyl chloride and secondary to vascular disorders.
35052591,Allicin (diallylthiosulfinate) is a defense molecule produced by cellular contents of garlic (Allium sativum L.).
35052591,"On tissue damage, the non-proteinogenic amino acid alliin (S-allylcysteine sulfoxide) is converted to allicin in an enzyme-mediated process catalysed by alliinase."
35052591,"Allicin has shown anticancer, antimicrobial, antioxidant properties and also serves as an efficient therapeutic agent against cardiovascular diseases."
35052591,"In this context, the present review describes allicin as an antioxidant, and neuroprotective molecule that can ameliorate the cognitive abilities in case of neurodegenerative and neuropsychological disorders."
35052591,"Allicin inhibits neuroinflammation by suppressing the ROS production, inhibition of TLR4/MyD88/NF-κB, P38 and JNK pathways."
35052591,"In case of acute traumatic spinal cord injury (SCI) allicin protects neuron damage by regulating inflammation, apoptosis and promoting the expression levels of Nrf2 (nuclear factor erythroid 2-related factor 2)."
35052591,Metal induced neurodegeneration can also be attenuated and cognitive abilities of patients suffering from neurological diseases can be ameliorates by allicin administration.
34867555,"Rates of antimicrobial use were lower for mothers of children with ASD compared to mothers of controls (49.0 vs. 55.1%, respectively; p = 0.02), especially during the third trimester of pregnancy (18.8 vs. 22.9%, respectively; p = 0.03), and for the use of penicillins (15.7 vs. 19.7%, respectively; p = 0.06)."
34190817,This would probably be a case of locked-in syndrome (LIS) due to Gayet-Wernicke's encephalopathy consequent to thiamine deficiency.
2906459,There seems to be a direct correlation between the occurrence of side effects such as mental confusion and the drug concentration in the cerebrospinal fluid.
32259145,This study aimed to observe if intravenous low-dose ketamine reduces the pain scores along with lowering the incidence of bradycardia and hypotension during hysteroscopy.
19847886,"One current commercial food additive, docosahexaenoic acid (DHA), is produced using the dinoflagellate algae, Crypthecodinium cohnii."
19847886,"However, the high density cultivation of C. cohnii required for an economically feasible process inevitably results in high oxygen demand."
19847886,"This result suggests that at least one dinoflagellate algae, C. cohnii, is quite robust with respect to hydrodynamic forces and the scale-up of process using this type of algae should be more concerned with providing sufficient gas transfer given the relatively high oxygen demand."
33289456,"Further, druglikeness and toxicity assessment using OSIRIS Data Warrior v5.2.1 software exhibited the feasibility of phytocomponents as drug candidates with no predicted toxicity."
33289456,"Thus, NRBD and PL-PRO have the potential to serve as therapeutic targets for N. sativa phytoconstituents in drug discovery process against COVID-19."
27418908,This study was conducted to examine the effects of saffron extract on preventing D-galactose and NaNO2 induced memory impairment and improving learning and memory deficits in amnestic mice.
27418908,Our findings indicate that saffron hydro-alcoholic extract prevents and improves amnesia induced by D-galactose and NaNO2 in mice.
30181699,"However, the anxiolytic-like effects of TMP and its mechanism of action in PTSD are unclear."
30181699,This study measured several anxiety-related behavioral responses to examine the effects of TMP on symptoms of anxiety in rats after single prolonged stress (SPS) exposure by reversing the serotonin (5-HT) and hypothalamic-pituitary-adrenal (HPA) axis dysfunction.
30181699,"Administration of TMP significantly reduced grooming behavior, increased the time spent and number of visits to the open arm in the elevated plus maze test, and significantly increased the number of central zone crossings in the open field test."
30181699,The increased 5-HT concentration during TMP treatment might be partially attribute to the tryptophan and 5-hydroxyindoleacetic acid mRNA level expression in the hippocampus of rats with PTSD.
30181699,"Therefore, TMP may be useful for developing an agent for treating psychiatric disorders, such those observed in patients with PTSD."
35317887,Background: The clinical effects of intranasal corticosteroids (INC) on nasal symptoms and the clinical course of coronavirus disease 2019 (COVID-19) in subjects with chronic rhinitis (CR) seem unclear.
32686969,"Asthma chronic obstructive pulmonary disease overlap syndrome (ACOS), a combination of atopy-mediated airway hyper-responsiveness and a history of smoking or other environmental noxious exposures, can lead to some fixed airway obstruction and is also common in elderly patients."
17942207,"The present study was conducted to determine its toxicity at low flow rate intravenous infusion doses of 0, 10, 30, and 60 mg/kg/day in rats and at 0, 25, 50, and 100mg/kg/day in dogs 6 days per week for 60 days."
33642973,The current study strengthens previous research that suggests the role of elevated dopamine activity and striatal hypometabolism in stuttering.
33642973,"We propose that the mechanism of risperidone's action in stuttering, in part, involves increased metabolism of striatal astrocytes."
35395562,Impulse control disorder (ICD) has been linked to dopamine agonist use in patients with Parkinson's disease.
